Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,Attrition_Predicted
-0.19974847261343998,0.06949190026228382,-0.27669227926573536,0.8297692801292806,0.4720140293511203,0.1967079674883846,0.04572449055174832,-0.9614863916702531,-1.5679065665042957,-0.9245593032354258,0.9056783769981139,0.7135665887619727,1.7261328520280859,2.346151056253851,0.971661616490928,-0.9320143892374165,-0.6723675196611885,0.5243250571956439,0.33809616377248186,-0.7708121087068392,-0.7466619775048541,-0.6791456840737199,-0.7284195478526466,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,True,1
1.2227773171810075,-0.3983221695579473,-0.9848419801899855,-0.8327344160968424,-1.5756862740979403,1.513139276340961,-1.0685934839830067,0.8459113011114247,0.2735741278925016,-0.20459959890682666,0.7248573807003419,2.4409937660645213,-0.5874136250870986,-0.42623001504290287,1.191437985516034,-0.9320143892374165,1.487440605435825,-0.6201892226844657,0.33809616377248186,-0.9662312777472382,-1.151022571294217,-0.6791456840737199,-1.1305523614937418,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,1
-2.037552093611086,-1.313377500476368,-0.7836382958186094,0.08504925188071055,0.2546249253678617,-0.6240376583121615,0.1573088759032999,-0.9614863916702531,0.24620020465769926,-1.0590429907347665,1.4639803437930234,-0.6780493930322936,-0.6039107501479274,-0.42623001504290287,0.41257344804242335,-0.9320143892374165,-1.4094959539582452,-0.4974647551523743,0.11413230855331746,-1.0926419044694422,-1.0803457936264471,-0.6791456840737199,-1.0672469219263836,False,True,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,1
-1.1457360915118104,-1.1419718218589998,-0.9064620125823707,0.08504925188071055,-1.4351662290526308,-0.5055027653942856,0.16380879295040196,-0.9614863916702531,-1.2893546292434785,-0.9231224541072564,0.32160019686198416,1.3242258334793007,-0.1207494898089787,-0.42623001504290287,-0.5169096617417517,0.6025191603601028,-0.6985144580198951,-0.5010521233345075,0.33809616377248186,-0.6544537372115486,-0.6154915796172452,-0.41638116341528186,-0.5952272282818631,True,True,True,True,True,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,True,1
-0.8676718124782865,0.754922044929335,2.320734916839626,1.0617867539482457,0.2546249253678617,1.333931750621901,0.37967212888114743,-0.9614863916702531,1.1532535902386967,-0.8475627428910846,1.778531007287507,0.523315742874663,1.855984331273588,2.346151056253851,-1.5841782406465172,0.24198831185855807,-0.03594587230568093,-1.3960855268088614,0.33809616377248186,-0.0013328996684553085,0.2128019407098991,-0.3687152874355457,0.8065414765793012,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
1.7603726195472926,1.0424979036657867,-0.270543951856408,-0.8916882501868245,1.1697805251007627,-0.7819484490471167,0.37967212888114743,2.6533089938931025,0.24620020465769926,2.571643720802394,0.6081060960098619,0.12286069757234411,0.7626976284195812,-0.42623001504290287,-0.6589728319256668,0.24198831185855807,1.8925370579626022,2.4833959938131165,0.33809616377248186,-0.0013328996684553085,0.7649976209279953,0.5625759024789769,0.8065414765793012,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
-0.2106607044718917,-0.3433202431762513,-1.0109093429124179,0.08504925188071055,-0.6605306743650393,0.645040522822686,0.37967212888114743,-0.9614863916702531,-1.5679065665042957,-0.9155559114457648,-1.1868827328611855,0.523315742874663,-0.6039107501479274,-0.42623001504290287,1.191437985516034,0.24198831185855807,-0.8073390444129942,-0.6201892226844657,-1.0778621289498782,-0.6544537372115486,-0.6154915796172452,-0.3687152874355457,-0.5952272282818631,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0
-0.1455453288183412,-0.2631674868752046,0.4464626862844212,0.9165822925921241,0.3906744531426908,-1.0964497051361788,-0.8171708957744482,-0.9614863916702531,-0.7956982114414655,-0.628722351235833,-0.7163422084356545,-0.32085295676945874,2.2807294451037285,2.346151056253851,1.191437985516034,0.06745786792410796,-0.7500003378451944,-0.6201892226844657,-2.4938204216722384,-0.5397208904565522,-0.6154915796172452,-0.5868468249902964,-0.5952272282818631,False,True,True,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,True,False,True,1
-0.5391662584750891,-0.9234301651101275,1.827157989468953,1.0617867539482457,-1.5756862740979403,0.6942470390940585,0.37967212888114743,-0.05778754527941421,1.1532535902386967,-0.2536849112963,0.9603016805033512,-0.6780493930322936,-0.057267398720923963,-0.42623001504290287,1.191437985516034,1.4159910129545328,-0.16451140099023315,-0.6201892226844657,0.33809616377248186,0.48850772848886465,1.0410954610370433,0.5625759024789769,0.8065414765793012,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,0
-0.5391662584750891,0.5714684798733228,-0.02375548817107146,0.08504925188071055,-1.5756862740979403,-1.2248070954894692,0.37967212888114743,-0.9614863916702531,-1.5679065665042957,-0.48932373606861346,-0.5746864175963655,1.7246808787816195,1.855984331273588,2.346151056253851,-1.5841782406465172,-0.9320143892374165,-0.16451140099023315,-0.6201892226844657,1.754054456494842,-0.32789331844000197,-0.06329589939914901,-0.6791456840737199,-0.0345197463373974,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1
-1.641641510120547,0.5625025390064538,-0.015352721610062292,-0.229444446974844,0.8751152040916457,1.421527297696548,-1.0261667362455191,-0.9614863916702531,-0.9837934886569022,-0.8452986171875112,0.6755044174850636,-0.6780493930322936,-0.1452725634561612,-0.42623001504290287,-1.5841782406465172,-0.5540044826324829,-1.0318289941322916,-0.6201892226844657,0.33809616377248186,-0.6129990257801443,-0.5453939460362346,-0.5791921106015446,-0.5240490770874343,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,1
